Results,Entity,CheckID,Line,Column
            "Unmodified value Msg not const qualified","Msg","MISRA08_7-1-1","8739","13"
            "Unmodified value MacroDefLoc not const qualified","MacroDefLoc","MISRA08_7-1-1","8753","48"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","8754","51"
            "Unmodified value Unit not const qualified","Unit","MISRA08_7-1-1","8760","11"
            "Unmodified value MD not const qualified","MD","MISRA08_7-1-1","8762","18"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","8775","57"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","8787","58"
            "Unmodified value DefRange not const qualified","DefRange","MISRA08_7-1-1","8795","14"
            "Unmodified value Unit not const qualified","Unit","MISRA08_7-1-1","8797","11"
            "Unmodified value SM not const qualified","SM","MISRA08_7-1-1","8800","17"
            "Unmodified value PPRec not const qualified","PPRec","MISRA08_7-1-1","8807","23"
            "Unmodified value InnerMD not const qualified","InnerMD","MISRA08_7-1-1","8819","18"
            "Unmodified value Loc not const qualified","Loc","MISRA08_7-1-1","8827","76"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","8828","58"
            "Unmodified value Unit not const qualified","Unit","MISRA08_7-1-1","8834","11"
            "Unmodified value Tok not const qualified","Tok","MISRA08_7-1-1","8839","8"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","8850","54"
            "Unmodified value Unit not const qualified","Unit","MISRA08_7-1-1","8852","17"
            "Unmodified value cursor not const qualified","cursor","MISRA08_7-1-1","8869","45"
            "Unmodified value cursorName not const qualified","cursorName","MISRA08_7-1-1","8870","11"
            "Unmodified value Loc not const qualified","Loc","MISRA08_7-1-1","8876","53"
            "Unmodified value File not const qualified","File","MISRA08_7-1-1","8877","9"
            "Unmodified value Line not const qualified","Line","MISRA08_7-1-1","8878","11"
            "Unmodified value Column not const qualified","Column","MISRA08_7-1-1","8878","17"
            "Unmodified value FileName not const qualified","FileName","MISRA08_7-1-1","8880","11"
            "Unmodified value range not const qualified","range","MISRA08_7-1-1","8886","50"
            "Unmodified value BLoc not const qualified","BLoc","MISRA08_7-1-1","8887","19"
            "Unmodified value ELoc not const qualified","ELoc","MISRA08_7-1-1","8888","19"
            "Unmodified value BFile not const qualified","BFile","MISRA08_7-1-1","8890","9"
            "Unmodified value BLine not const qualified","BLine","MISRA08_7-1-1","8891","11"
            "Unmodified value BColumn not const qualified","BColumn","MISRA08_7-1-1","8891","18"
            "Unmodified value EFile not const qualified","EFile","MISRA08_7-1-1","8894","9"
            "Unmodified value ELine not const qualified","ELine","MISRA08_7-1-1","8895","11"
            "Unmodified value EColumn not const qualified","EColumn","MISRA08_7-1-1","8895","18"
            "Unmodified value BFileName not const qualified","BFileName","MISRA08_7-1-1","8898","11"
            "Unmodified value EFileName not const qualified","EFileName","MISRA08_7-1-1","8903","13"
            "Unmodified value Str not const qualified","Str","MISRA08_7-1-1","8914","45"
            "Unmodified value sBeginTR not const qualified","sBeginTR","MISRA08_7-1-1","8929","26"
          "<a id=""426"">CIndexCodeCompletion.cpp</a>","","","",""
            "Unmodified value completion_string not const qualified","completion_string","MISRA08_7-1-1","57","48"
            "Unmodified value chunk_number not const qualified","chunk_number","MISRA08_7-1-1","58","38"
            "Unmodified value CCStr not const qualified","CCStr","MISRA08_7-1-1","59","24"
            "Unmodified value completion_string not const qualified","completion_string","MISRA08_7-1-1","111","57"
            "Unmodified value completion_string not const qualified","completion_string","MISRA08_7-1-1","150","60"
            "Unmodified value chunk_number not const qualified","chunk_number","MISRA08_7-1-1","151","50"
            "Unmodified value CCStr not const qualified","CCStr","MISRA08_7-1-1","152","24"
            "Unmodified value completion_string not const qualified","completion_string","MISRA08_7-1-1","187","57"
            "Unmodified value CCStr not const qualified","CCStr","MISRA08_7-1-1","188","24"
            "Unmodified value completion_string not const qualified","completion_string","MISRA08_7-1-1","192","56"
            "Unmodified value CCStr not const qualified","CCStr","MISRA08_7-1-1","193","24"
            "Unmodified value completion_string not const qualified","completion_string","MISRA08_7-1-1","198","51"
            "Unmodified value CCStr not const qualified","CCStr","MISRA08_7-1-1","199","24"
            "Unmodified value completion_string not const qualified","completion_string","MISRA08_7-1-1","204","62"
            "Unmodified value CCStr not const qualified","CCStr","MISRA08_7-1-1","206","24"
            "Unmodified value completion_string not const qualified","completion_string","MISRA08_7-1-1","210","58"
            "Unmodified value annotation_number not const qualified","annotation_number","MISRA08_7-1-1","211","48"
            "Unmodified value completion_string not const qualified","completion_string","MISRA08_7-1-1","218","45"
            "Unmodified value kind not const qualified","kind","MISRA08_7-1-1","219","40"
            "Unmodified value completion_string not const qualified","completion_string","MISRA08_7-1-1","231","51"
            "Unmodified value results not const qualified","results","MISRA08_7-1-1","312","61"
            "Unmodified value completion_index not const qualified","completion_index","MISRA08_7-1-1","313","47"
            "Unmodified value allocated_results not const qualified","allocated_results","MISRA08_7-1-1","314","34"
            "Unmodified value results not const qualified","results","MISRA08_7-1-1","322","57"
            "Unmodified value completion_index not const qualified","completion_index","MISRA08_7-1-1","323","43"
            "Unmodified value fixit_index not const qualified","fixit_index","MISRA08_7-1-1","324","43"
            "Unmodified value FixIts not const qualified","FixIts","MISRA08_7-1-1","334","22"
            "Unmodified value N not const qualified","N","MISRA08_7-1-1","377","23"
            "Unmodified value kind not const qualified","kind","MISRA08_7-1-1","386","75"
            "Unmodified value S not const qualified","S","MISRA08_7-1-1","387","58"
            "Unmodified value StoredCompletion not const qualified","StoredCompletion","MISRA08_7-1-1","584","30"
            "Unmodified value contextKind not const qualified","contextKind","MISRA08_7-1-1","597","39"
            "Unmodified value SelIdents not const qualified","SelIdents","MISRA08_7-1-1","603","33"
            "Unmodified value E not const qualified","E","MISRA08_7-1-1","605","48"
            "Unmodified value selIdent not const qualified","selIdent","MISRA08_7-1-1","607","28"
            "Unmodified value baseType not const qualified","baseType","MISRA08_7-1-1","612","15"
            "Unmodified value cursor not const qualified","cursor","MISRA08_7-1-1","634","17"
            "Unmodified value CursorUSR not const qualified","CursorUSR","MISRA08_7-1-1","638","17"
            "Unmodified value S not const qualified","S","MISRA08_7-1-1","657","41"
            "Unmodified value CurrentArg not const qualified","CurrentArg","MISRA08_7-1-1","657","53"
            "Unmodified value Candidates not const qualified","Candidates","MISRA08_7-1-1","658","54"
            "Unmodified value NumCandidates not const qualified","NumCandidates","MISRA08_7-1-1","659","44"
            "Unmodified value OpenParLoc not const qualified","OpenParLoc","MISRA08_7-1-1","660","50"
            "Unmodified value StoredCompletion not const qualified","StoredCompletion","MISRA08_7-1-1","663","30"
            "Unmodified value complete_line not const qualified","complete_line","MISRA08_7-1-1","694","35"
            "Unmodified value complete_column not const qualified","complete_column","MISRA08_7-1-1","694","59"
            "Unmodified value unsaved_files not const qualified","unsaved_files","MISRA08_7-1-1","695","50"
            "Unmodified value options not const qualified","options","MISRA08_7-1-1","696","35"
            "Unmodified value IncludeBriefComments not const qualified","IncludeBriefComments","MISRA08_7-1-1","697","7"
            "Unmodified value SkipPreamble not const qualified","SkipPreamble","MISRA08_7-1-1","698","7"
            "Unmodified value IncludeFixIts not const qualified","IncludeFixIts","MISRA08_7-1-1","699","7"
            "Unmodified value EnableLogging not const qualified","EnableLogging","MISRA08_7-1-1","706","7"
            "Unmodified value Log not const qualified","Log","MISRA08_7-1-1","709","4"
            "Unmodified value AST not const qualified","AST","MISRA08_7-1-1","713","11"
            "Unmodified value RemappedFiles not const qualified","RemappedFiles","MISRA08_7-1-1","724","40"
            "Unmodified value MB not const qualified","MB","MISRA08_7-1-1","727","40"
            "Unmodified value CArgs not const qualified","CArgs","MISRA08_7-1-1","750","28"
            "Unmodified value CompletionInvocation not const qualified","CompletionInvocation","MISRA08_7-1-1","753","14"
            "Unmodified value InvocationReporter not const qualified","InvocationReporter","MISRA08_7-1-1","757","29"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","853","62"
            "Unmodified value complete_line not const qualified","complete_line","MISRA08_7-1-1","855","53"
            "Unmodified value complete_column not const qualified","complete_column","MISRA08_7-1-1","856","53"
            "Unmodified value unsaved_files not const qualified","unsaved_files","MISRA08_7-1-1","857","66"
            "Unmodified value num_unsaved_files not const qualified","num_unsaved_files","MISRA08_7-1-1","858","53"
            "Unmodified value options not const qualified","options","MISRA08_7-1-1","859","53"
            "Unmodified value Log not const qualified","Log","MISRA08_7-1-1","860","2"
            "Unmodified value result not const qualified","result","MISRA08_7-1-1","868","25"
            "Unmodified value CRC not const qualified","CRC","MISRA08_7-1-1","875","29"
            "Unmodified value ResultsIn not const qualified","ResultsIn","MISRA08_7-1-1","891","61"
            "Unmodified value Results not const qualified","Results","MISRA08_7-1-1","895","34"
            "Unmodified value ResultsIn not const qualified","ResultsIn","MISRA08_7-1-1","901","59"
            "Unmodified value Results not const qualified","Results","MISRA08_7-1-1","902","34"
            "Unmodified value ResultsIn not const qualified","ResultsIn","MISRA08_7-1-1","911","55"
            "Unmodified value ResultsIn not const qualified","ResultsIn","MISRA08_7-1-1","926","53"
            "Unmodified value Results not const qualified","Results","MISRA08_7-1-1","927","34"
            "Unmodified value ResultsIn not const qualified","ResultsIn","MISRA08_7-1-1","936","70"
            "Unmodified value IsIncomplete not const qualified","IsIncomplete","MISRA08_7-1-1","937","63"
            "Unmodified value Results not const qualified","Results","MISRA08_7-1-1","938","34"
            "Unmodified value ResultsIn not const qualified","ResultsIn","MISRA08_7-1-1","950","66"
            "Unmodified value ResultsIn not const qualified","ResultsIn","MISRA08_7-1-1","960","66"
            "Unmodified value New not const qualified","New","MISRA08_7-1-1","980","53"
            "Unmodified value Buffer not const qualified","Buffer","MISRA08_7-1-1","981","45"
            "Unmodified value String not const qualified","String","MISRA08_7-1-1","1000","52"
            "Unmodified value Buffer not const qualified","Buffer","MISRA08_7-1-1","1001","54"
            "Unmodified value XBuffer not const qualified","XBuffer","MISRA08_7-1-1","1021","23"
            "Unmodified value XText not const qualified","XText","MISRA08_7-1-1","1022","16"
            "Unmodified value YBuffer not const qualified","YBuffer","MISRA08_7-1-1","1023","23"
            "Unmodified value YText not const qualified","YText","MISRA08_7-1-1","1024","16"
            "Unmodified value Results not const qualified","Results","MISRA08_7-1-1","1041","57"
            "Unmodified value NumResults not const qualified","NumResults","MISRA08_7-1-1","1042","46"
          "<a id=""427"">CIndexCXX.cpp</a>","","","",""
            "Unmodified value C not const qualified","C","MISRA08_7-1-1","22","38"
            "Unmodified value C not const qualified","C","MISRA08_7-1-1","30","64"
          "<a id=""428"">CIndexDiagnostic.cpp</a>","","","",""
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","33","72"
            "Unmodified value Disable not const qualified","Disable","MISRA08_7-1-1","62","41"
            "Unmodified value Range not const qualified","Range","MISRA08_7-1-1","72","34"
            "Unmodified value FixIt not const qualified","FixIt","MISRA08_7-1-1","76","29"
            "Unmodified value ReplacementRange not const qualified","ReplacementRange","MISRA08_7-1-1","77","35"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","94","40"
            "Unmodified value Level not const qualified","Level","MISRA08_7-1-1","95","48"
            "Unmodified value Owner not const qualified","Owner","MISRA08_7-1-1","104","9"
            "Unmodified value CD not const qualified","CD","MISRA08_7-1-1","105","24"
            "Unmodified value PLoc not const qualified","PLoc","MISRA08_7-1-1","112","60"
            "Unmodified value Level not const qualified","Level","MISRA08_7-1-1","113","54"
            "Unmodified value Message not const qualified","Message","MISRA08_7-1-1","113","71"
            "Unmodified value Ranges not const qualified","Ranges","MISRA08_7-1-1","114","55"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","115","46"
            "Unmodified value Loc not const qualified","Loc","MISRA08_7-1-1","128","39"
            "Unmodified value PLoc not const qualified","PLoc","MISRA08_7-1-1","128","56"
            "Unmodified value Level not const qualified","Level","MISRA08_7-1-1","129","50"
            "Unmodified value Ranges not const qualified","Ranges","MISRA08_7-1-1","130","51"
            "Unmodified value Loc not const qualified","Loc","MISRA08_7-1-1","132","37"
            "Unmodified value Level not const qualified","Level","MISRA08_7-1-1","132","67"
            "Unmodified value Ranges not const qualified","Ranges","MISRA08_7-1-1","133","57"
            "Unmodified value Hints not const qualified","Hints","MISRA08_7-1-1","134","43"
            "Unmodified value Message not const qualified","Message","MISRA08_7-1-1","136","45"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","151","63"
            "Unmodified value checkIfChanged not const qualified","checkIfChanged","MISRA08_7-1-1","152","50"
            "Unmodified value Set not const qualified","Set","MISRA08_7-1-1","174","6"
            "Unmodified value Unit not const qualified","Unit","MISRA08_7-1-1","201","51"
            "Unmodified value Log not const qualified","Log","MISRA08_7-1-1","203","4"
            "Unmodified value Unit not const qualified","Unit","MISRA08_7-1-1","211","51"
            "Unmodified value Index not const qualified","Index","MISRA08_7-1-1","211","66"
            "Unmodified value Log not const qualified","Log","MISRA08_7-1-1","213","4"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","217","18"
            "Unmodified value Diags not const qualified","Diags","MISRA08_7-1-1","221","23"
            "Unmodified value Unit not const qualified","Unit","MISRA08_7-1-1","228","63"
            "Unmodified value Log not const qualified","Log","MISRA08_7-1-1","230","4"
            "Unmodified value Diagnostic not const qualified","Diagnostic","MISRA08_7-1-1","238","42"
            "Unmodified value Diagnostic not const qualified","Diagnostic","MISRA08_7-1-1","243","45"
            "Unmodified value Options not const qualified","Options","MISRA08_7-1-1","243","66"
            "Unmodified value Severity not const qualified","Severity","MISRA08_7-1-1","247","23"
            "Unmodified value Str not const qualified","Str","MISRA08_7-1-1","249","19"
            "Unmodified value File not const qualified","File","MISRA08_7-1-1","255","11"
            "Unmodified value Line not const qualified","Line","MISRA08_7-1-1","256","13"
            "Unmodified value Column not const qualified","Column","MISRA08_7-1-1","256","19"
            "Unmodified value FName not const qualified","FName","MISRA08_7-1-1","260","15"
            "Unmodified value N not const qualified","N","MISRA08_7-1-1","267","17"
            "Unmodified value StartFile not const qualified","StartFile","MISRA08_7-1-1","270","17"
            "Unmodified value EndFile not const qualified","EndFile","MISRA08_7-1-1","270","28"
            "Unmodified value Range not const qualified","Range","MISRA08_7-1-1","271","24"
            "Unmodified value StartLine not const qualified","StartLine","MISRA08_7-1-1","273","19"
            "Unmodified value StartColumn not const qualified","StartColumn","MISRA08_7-1-1","273","30"
            "Unmodified value EndLine not const qualified","EndLine","MISRA08_7-1-1","273","43"
            "Unmodified value EndColumn not const qualified","EndColumn","MISRA08_7-1-1","273","52"
            "Unmodified value Text not const qualified","Text","MISRA08_7-1-1","304","11"
            "Unmodified value OptionName not const qualified","OptionName","MISRA08_7-1-1","317","15"
            "Unmodified value CategoryID not const qualified","CategoryID","MISRA08_7-1-1","330","19"
            "Unmodified value CategoryName not const qualified","CategoryName","MISRA08_7-1-1","342","19"
            "Unmodified value Diag not const qualified","Diag","MISRA08_7-1-1","368","67"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","369","24"
            "Unmodified value Diag not const qualified","Diag","MISRA08_7-1-1","374","58"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","375","24"
            "Unmodified value Diag not const qualified","Diag","MISRA08_7-1-1","413","51"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","414","24"
            "Unmodified value Diag not const qualified","Diag","MISRA08_7-1-1","419","52"
            "Unmodified value Range not const qualified","Range","MISRA08_7-1-1","419","67"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","420","20"
            "Unmodified value Diag not const qualified","Diag","MISRA08_7-1-1","380","50"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","381","24"
            "Unmodified value Diag not const qualified","Diag","MISRA08_7-1-1","386","48"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","390","24"
            "Unmodified value Diag not const qualified","Diag","MISRA08_7-1-1","396","50"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","397","24"
            "Unmodified value Diag not const qualified","Diag","MISRA08_7-1-1","407","54"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","408","24"
            "Unmodified value Category not const qualified","Category","MISRA08_7-1-1","402","50"
            "Unmodified value Diag not const qualified","Diag","MISRA08_7-1-1","426","51"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","427","24"
            "Unmodified value Diag not const qualified","Diag","MISRA08_7-1-1","432","47"
            "Unmodified value FixIt not const qualified","FixIt","MISRA08_7-1-1","432","62"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","434","20"
            "Unmodified value Diags not const qualified","Diags","MISRA08_7-1-1","443","48"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","444","27"
            "Unmodified value Diags not const qualified","Diags","MISRA08_7-1-1","450","54"
            "Unmodified value Index not const qualified","Index","MISRA08_7-1-1","451","47"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","452","27"
            "Unmodified value Diag not const qualified","Diag","MISRA08_7-1-1","458","55"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","459","24"
            "Unmodified value Diags not const qualified","Diags","MISRA08_7-1-1","466","54"
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","467","27"
          "<a id=""429"">CIndexDiagnostic.h</a>","","","",""
            "Unmodified value D not const qualified","D","MISRA08_7-1-1","102","48"
          "<a id=""430"">CIndexer.cpp</a>","","","",""
            "Unmodified value LibClangPath not const qualified","LibClangPath","MISRA08_7-1-1","103","19"
            "Unmodified value info not const qualified","info","MISRA08_7-1-1","128","10"
            "Unmodified value ResourcePath not const qualified","ResourcePath","MISRA08_7-1-1","144","12"
            "Unmodified value Idx not const qualified","Idx","MISRA08_7-1-1","151","14"
            "Unmodified value Op not const qualified","Op","MISRA08_7-1-1","151","33"
            "Unmodified value ParseOptions not const qualified","ParseOptions","MISRA08_7-1-1","151","46"
            "Unmodified value Args not const qualified","Args","MISRA08_7-1-1","152","33"
            "Unmodified value InvocationArgs not const qualified","InvocationArgs","MISRA08_7-1-1","153","32"
            "Unmodified value UnsavedFiles not const qualified","UnsavedFiles","MISRA08_7-1-1","154","34"
            "Unmodified value Path not const qualified","Path","MISRA08_7-1-1","155","12"
            "Unmodified value TempPath not const qualified","TempPath","MISRA08_7-1-1","160","19"
            "Unmodified value FD not const qualified","FD","MISRA08_7-1-1","163","6"
            "Unmodified value WriteStringKey not const qualified","WriteStringKey","MISRA08_7-1-1","170","7"
            "Unmodified value Digest not const qualified","Digest","MISRA08_7-1-1","208","22"
          "<a id=""431"">CIndexer.h</a>","","","",""
            "Unmodified value Local not const qualified","Local","MISRA08_7-1-1","58","30"
            "Unmodified value Display not const qualified","Display","MISRA08_7-1-1","61","34"
            "Unmodified value options not const qualified","options","MISRA08_7-1-1","70","36"
            "Unmodified value opt not const qualified","opt","MISRA08_7-1-1","72","37"
            "Unmodified value Str not const qualified","Str","MISRA08_7-1-1","81","43"
          "<a id=""432"">CIndexHigh.cpp</a>","","","",""
            "Unmodified value Overridden not const qualified","Overridden","MISRA08_7-1-1","30","27"
            "Unmodified value E not const qualified","E","MISRA08_7-1-1","39","33"
            "Unmodified value Loc not const qualified","Loc","MISRA08_7-1-1","133","56"
            "Unmodified value SpellLoc not const qualified","SpellLoc","MISRA08_7-1-1","136","17"
            "Unmodified value parent not const qualified","parent","MISRA08_7-1-1","145","59"
            "Unmodified value client_data not const qualified","client_data","MISRA08_7-1-1","146","63"
            "Unmodified value declCursor not const qualified","declCursor","MISRA08_7-1-1","147","11"
            "Unmodified value SelIdLoc not const qualified","SelIdLoc","MISRA08_7-1-1","181","19"
            "Unmodified value LocInfo not const qualified","LocInfo","MISRA08_7-1-1","195","32"
            "Unmodified value declCursor not const qualified","declCursor","MISRA08_7-1-1","212","60"
            "Unmodified value Visitor not const qualified","Visitor","MISRA08_7-1-1","214","53"
            "Unmodified value SM not const qualified","SM","MISRA08_7-1-1","216","17"
            "Unmodified value FID not const qualified","FID","MISRA08_7-1-1","218","9"
            "Unmodified value Range not const qualified","Range","MISRA08_7-1-1","232","14"
            "Unmodified value FindIdRefsVisitor not const qualified","FindIdRefsVisitor","MISRA08_7-1-1","233","16"
            "Unmodified value parent not const qualified","parent","MISRA08_7-1-1","263","62"
            "Unmodified value client_data not const qualified","client_data","MISRA08_7-1-1","264","66"
            "Unmodified value data not const qualified","data","MISRA08_7-1-1","273","29"
            "Unmodified value LocInfo not const qualified","LocInfo","MISRA08_7-1-1","290","30"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","306","50"
            "Unmodified value Cursor not const qualified","Cursor","MISRA08_7-1-1","306","63"
            "Unmodified value Visitor not const qualified","Visitor","MISRA08_7-1-1","308","56"
            "Unmodified value SM not const qualified","SM","MISRA08_7-1-1","314","17"
            "Unmodified value FID not const qualified","FID","MISRA08_7-1-1","316","9"
            "Unmodified value Range not const qualified","Range","MISRA08_7-1-1","327","14"
            "Unmodified value FindMacroRefsVisitor not const qualified","FindMacroRefsVisitor","MISRA08_7-1-1","328","16"
            "Unmodified value parent not const qualified","parent","MISRA08_7-1-1","351","58"
            "Unmodified value SM not const qualified","SM","MISRA08_7-1-1","359","19"
            "Unmodified value LocInfo not const qualified","LocInfo","MISRA08_7-1-1","362","32"
            "Unmodified value cursor not const qualified","cursor","MISRA08_7-1-1","372","48"
            "Unmodified value parent not const qualified","parent","MISRA08_7-1-1","372","65"
            "Unmodified value client_data not const qualified","client_data","MISRA08_7-1-1","373","52"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","381","49"
            "Unmodified value Visitor not const qualified","Visitor","MISRA08_7-1-1","382","55"
            "Unmodified value SM not const qualified","SM","MISRA08_7-1-1","386","17"
            "Unmodified value FID not const qualified","FID","MISRA08_7-1-1","388","9"
            "Unmodified value Range not const qualified","Range","MISRA08_7-1-1","392","14"
            "Unmodified value InclusionCursorsVisitor not const qualified","InclusionCursorsVisitor","MISRA08_7-1-1","393","16"
            "Unmodified value cursor not const qualified","cursor","MISRA08_7-1-1","409","45"
            "Unmodified value visitor not const qualified","visitor","MISRA08_7-1-1","410","60"
            "Unmodified value Log not const qualified","Log","MISRA08_7-1-1","411","9"
            "Unmodified value CXXUnit not const qualified","CXXUnit","MISRA08_7-1-1","437","11"
            "Unmodified value refCursor not const qualified","refCursor","MISRA08_7-1-1","462","11"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","478","52"
            "Unmodified value visitor not const qualified","visitor","MISRA08_7-1-1","479","53"
            "Unmodified value Log not const qualified","Log","MISRA08_7-1-1","481","4"
            "Unmodified value Log not const qualified","Log","MISRA08_7-1-1","485","9"
            "Unmodified value CXXUnit not const qualified","CXXUnit","MISRA08_7-1-1","500","11"
            "Unmodified value context not const qualified","context","MISRA08_7-1-1","511","55"
            "Unmodified value cursor not const qualified","cursor","MISRA08_7-1-1","512","58"
            "Unmodified value range not const qualified","range","MISRA08_7-1-1","513","63"
            "Unmodified value block not const qualified","block","MISRA08_7-1-1","514","31"
            "Unmodified value cursor not const qualified","cursor","MISRA08_7-1-1","518","54"
            "Unmodified value file not const qualified","file","MISRA08_7-1-1","519","52"
            "Unmodified value block not const qualified","block","MISRA08_7-1-1","520","72"
            "Unmodified value visitor not const qualified","visitor","MISRA08_7-1-1","521","26"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","526","61"
            "Unmodified value file not const qualified","file","MISRA08_7-1-1","527","50"
            "Unmodified value block not const qualified","block","MISRA08_7-1-1","528","72"
            "Unmodified value visitor not const qualified","visitor","MISRA08_7-1-1","529","26"
          "<a id=""433"">CIndexInclusionStack.cpp</a>","","","",""
            "Unmodified value n not const qualified","n","MISRA08_7-1-1","21","109"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","22","44"
            "Unmodified value CB not const qualified","CB","MISRA08_7-1-1","22","67"
            "Unmodified value clientData not const qualified","clientData","MISRA08_7-1-1","23","39"
            "Unmodified value CXXUnit not const qualified","CXXUnit","MISRA08_7-1-1","25","11"
            "Unmodified value SM not const qualified","SM","MISRA08_7-1-1","26","17"
            "Unmodified value PLoc not const qualified","PLoc","MISRA08_7-1-1","51","18"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","70","43"
            "Unmodified value CB not const qualified","CB","MISRA08_7-1-1","70","66"
            "Unmodified value clientData not const qualified","clientData","MISRA08_7-1-1","71","38"
            "Unmodified value Log not const qualified","Log","MISRA08_7-1-1","73","4"
          "<a id=""434"">CIndexUSRs.cpp</a>","","","",""
            "Unmodified value s not const qualified","s","MISRA08_7-1-1","30","51"
            "Unmodified value Buf not const qualified","Buf","MISRA08_7-1-1","34","70"
            "Unmodified value C not const qualified","C","MISRA08_7-1-1","38","37"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","46","22"
            "Unmodified value Ignore not const qualified","Ignore","MISRA08_7-1-1","54","9"
            "Unmodified value TU not const qualified","TU","MISRA08_7-1-1","67","22"
            "Unmodified value buf not const qualified","buf","MISRA08_7-1-1","71","27"
            "Unmodified value Ignore not const qualified","Ignore","MISRA08_7-1-1","75","9"
            "Unmodified value classUSR not const qualified","classUSR","MISRA08_7-1-1","92","64"
            "Unmodified value Buf not const qualified","Buf","MISRA08_7-1-1","93","19"
            "Unmodified value isInstanceMethod not const qualified","isInstanceMethod","MISRA08_7-1-1","101","48"
            "Unmodified value classUSR not const qualified","classUSR","MISRA08_7-1-1","102","48"
            "Unmodified value Buf not const qualified","Buf","MISRA08_7-1-1","103","19"
            "Unmodified value Buf not const qualified","Buf","MISRA08_7-1-1","111","19"
            "Unmodified value Buf not const qualified","Buf","MISRA08_7-1-1","118","19"
            "Unmodified value Buf not const qualified","Buf","MISRA08_7-1-1","126","19"
            "Unmodified value classUSR not const qualified","classUSR","MISRA08_7-1-1","133","50"
            "Unmodified value Buf not const qualified","Buf","MISRA08_7-1-1","134","19"
          "<a id=""435"">CLog.h</a>","","","",""
            "Unmodified value name not const qualified","name","MISRA08_7-1-1","56","37"
            "Unmodified value trace not const qualified","trace","MISRA08_7-1-1","57","26"
            "Unmodified value Str not const qualified","Str","MISRA08_7-1-1","73","37"
            "Unmodified value N not const qualified","N","MISRA08_7-1-1","79","35"
            "Unmodified value N not const qualified","N","MISRA08_7-1-1","80","26"
            "Unmodified value N not const qualified","N","MISRA08_7-1-1","81","34"
            "Unmodified value N not const qualified","N","MISRA08_7-1-1","82","25"
            "Unmodified value C not const qualified","C","MISRA08_7-1-1","83","26"
            "Unmodified value C not const qualified","C","MISRA08_7-1-1","84","35"
            "Unmodified value C not const qualified","C","MISRA08_7-1-1","85","33"
          "<a id=""436"">CursorVisitor.h</a>","","","",""
            "Unmodified value NewParent not const qualified","NewParent","MISRA08_7-1-1","127","27"
            "Unmodified value E not const qualified","E","MISRA08_7-1-1","169","37"
          "<a id=""437"">CXComment.cpp</a>","","","",""
            "Unmodified value C not const qualified","C","MISRA08_7-1-1","28","49"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","41","51"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","89","48"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","97","43"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","105","46"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","119","65"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","127","45"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","135","61"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","145","51"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","166","57"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","174","57"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","183","51"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","191","59"
            "Unmodified value CXC not const qualified","CXC","MISRA08_7-1-1","199","50"
